Title,Link,Published_Date,Abstract,Lead Paragraph,Body Text,Newspaper
"At a Brooklyn Mosque, Palestinians Vent Anguish and Find Fellowship",https://www.nytimes.com/2023/10/14/nyregion/mosque-palestinians-israel-brooklyn.html,2023-10-14T07:00:11+0000,One congregant remembered fleeing a war with Israel as a child. He mourned a new generation of children experiencing the same fear and violence.,Naim Jawad still remembers the Israeli warplanes in the sky that forced his family to leave their West Bank home. He was 5 years old.,"Israel-HamasWar Advertisement One congregant remembered fleeing a war with Israel as a child. He mourned a new generation of children experiencing the same fear and violence. ByKaren Zraick Naim Jawad still remembers the Israeli warplanes in the sky that forced his family to leave their West Bank home. He was 5 years old. “We ran away from death,” he said. Now he’s 61, a retired captain in the Correction Department of New York City, watching with anguish as another generation endures a new war, this time in Gaza, where about half the population is under 18. Mr. Jawad’s family arrived in New York after a brief stint in Jordan, joining a close-knit Arab American community in southwest Brooklyn. He has lived there ever since, raising seven children of his own and serving as vice president of the board of Beit El-Maqdis, a Sunset Park mosque. Lines of cars double-parked outside the mosque as worshipers arrived for the Friday prayer — the most important service of the week — for the first time since the Israel-Hamas war began last Saturday. Congregants flocked in, seeking a place to pray for loved ones back home and a place to find support. Empathy for Palestinians has become especially politically fraught in the days since the attack. The one-story building, with arched windows and a minaret, was a place where they could express their anguish to others who understood what they were going through. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
Major Pro-Palestinian March Staged in London as Police Ramp Up Security,https://www.nytimes.com/2023/11/11/world/europe/uk-israel-palestinian-protest.html,2023-11-11T09:15:17+0000,"The gathering drew an estimated 300,000 people, the police said, making it one of the largest protests in Britain in recent years. Before it began, far-right demonstrators scuffled with officers.","Hundreds of thousands of people marched through central London in a huge pro-Palestinian demonstration on Saturday, a tense day in which the police battled with a small right-wing group to keep order on some city streets.","Israel-HamasWar Advertisement Supported by The gathering drew an estimated 300,000 people, the police said, making it one of the largest protests in Britain in recent years. Before it began, far-right demonstrators scuffled with officers. transcript [chant] Cease-fire now. “I think it’s important for any human to come down to this march at this point. There is no hiding the images that are coming out of Gaza. And I’m Palestinian myself, so I’ve had these stories being told to me. And I’m just really happy to see now that there’s a lot of support behind it.” [chant] We are all Palestinian. “I want them to do a cease-fire and then to put all the effort into negotiations. And it’s not up to me, I’m not Palestinian. What’s up to me is to talk to my government, to say whatever I can to my government to stop supporting Israel doing what they’re doing to the people of Gaza.” [chant] Cease-fire now. “[Home Secretary] Suella Braverman’s words just made me want to come out more. I think it’s very hypocritical to say that it’s wrong to have this protest on the same day as Armistice Day. Armistice Day is supposed to be about the end of the war, and this is exactly what people are here for. We want to see an end to the war in Gaza.” ByMegan Specia,Stephen CastleandEsther Bintliff Reporting from London Hundreds of thousands of people marched through central London in a huge pro-Palestinian demonstration on Saturday, a tense day in which the police battled with a small right-wing group to keep order on some city streets. The large march in support of the Palestinian cause coincided with Armistice Day, when Britain commemorates those who fought in World War I and subsequent conflicts, and followed days of debate about whether the protest should be allowed to go ahead. A spokesperson for London’s Metropolitan Police Service said by phone on Saturday afternoon that about 300,000 people had attended the march, making it one of the largest protests in Britain in recent years. Earlier in the day, a right-wing group clashed with the police near the Cenotaph, a war memorial close to the prime minister’s official residence, shortly after a two-minute silence was held to mark Remembrance Day. Videos showed some people bursting through a cordoned-off area. By late Saturday, the police said that 126 people had been arrested. “The extreme violence from the right-wing protesters toward the police today was extraordinary and deeply concerning,”the police said in a statement, noting that a group had assembled early on “stating they were there to protect monuments, but some were already intoxicated, aggressive and clearly looking for confrontation.” They directed abuse at officers protecting the Cenotaph, the police said, and were “largely football hooligans from across the U.K. and spent most of the day attacking or threatening officers who were seeking to prevent them being able to confront the main march.” We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
Gaza Truce Talks Bog Down Over Disputes on Aid Inspections,https://www.nytimes.com/2023/12/20/world/middleeast/israel-gaza-un.html,2023-12-21T01:00:17+0000,"In Cairo and at the U.N., negotiators struggled to come up with plans for pausing the fighting, freeing hostages and speeding up help for Gazans.","The top political leader of Hamas was holding talks with Egyptian officials on Wednesday about a possible truce in its war with Israel in the Gaza Strip, as the United Nations Security Council separately worked frantically to craft a resolution to suspend the fighting that would not draw a veto from Israel’s staunchest ally, the United States.","Israel-HamasWar Advertisement Supported by In Cairo and at the U.N., negotiators struggled to come up with plans for pausing the fighting, freeing hostages and speeding up help for Gazans. ByFarnaz Fassihi,Patrick Kingsley,Aaron BoxermanandMichael Levenson The top political leader of Hamas was holding talks with Egyptian officials on Wednesday about a possible truce in its war with Israel in the Gaza Strip, as the United Nations Security Council separately worked frantically to craft a resolution to suspend the fighting that would not draw a veto from Israel’s staunchest ally, the United States. The talks in Egypt were taking place as concerns in Israel grow over the fate of the dozens of hostages still being held in Gaza, and as pressure grew on the Israelis to stop their military campaign and allow more desperately needed aid into the devastated enclave. Diplomats at the U.N. Security Council were engaged in their own intense negotiations in New York on Wednesday over a resolution that would call for extended pauses in the war, allow more aid into Gaza by land, air and sea, and urge the immediate release of all the hostages being held by Hamas. A vote had initially been scheduled for Monday, but was delayed repeatedly, including on Wednesday, and is now not expected until Thursday morning at the earliest. Council members have been fielding multiple last-minute requests by the Biden administration, according to several diplomats who spoke on the condition that they not be named because they were not authorized to speak publicly. The United States vetoed two previous cease-fire resolutions. The diplomats said the United States was concerned about part of the resolution calling for the establishment of a United Nations monitoring system to screen aid deliveries into Gaza. They said Israel had urged the United States to reject the monitoring system, because it would leave Israel with no role in searching cargo entering Gaza. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
Dave Chappelle Laments ‘Nightmare’ Facing Israelis and Palestinians,https://www.nytimes.com/2023/10/26/arts/dave-chappelle-israel-hamas.html,2023-10-26T13:10:57+0000,"The comedian, whose remarks about the Israel-Hamas war last week made headlines, returned to the subject at a show in North Carolina.","Dave Chappelle was about 24 minutes into his set on Wednesday night in Raleigh, N.C., when he briefly touched on remarks he had made about the Israel-Hamas conflict at a show in Boston last week that had led to cheers, some walkouts and headlines.","Israel-HamasWar Advertisement Supported by The comedian, whose remarks about the Israel-Hamas war last week made headlines, returned to the subject at a show in North Carolina. ByJonathan Abrams Reporting from Raleigh, N.C. Dave Chappelle was about 24 minutes into his set on Wednesday night in Raleigh, N.C., when he briefly touched on remarks he had made about the Israel-Hamas conflict at ashow in Boston last weekthat had led to cheers, some walkouts and headlines. “Right now, I’m in trouble because the Jewish community is upset,” Mr. Chappelle told a packed crowd of more than 20,000 people at PNC Arena. “But I cannot express this enough: No matter what you read about that show in Boston, you will never see quotation marks around anything I said. They don’t know what I said.” “It’s all hearsay,” said the comedian, who, like many others, requires audience members to surrender their smartphones at shows. Mr. Chappelle, a satirist whose reputation for diving intopolarizing topicshas increased in the latter stages of his comedic career, returned to the Israel-Hamas conflict near the end of his set Wednesday. “The other night, I said something about Palestine in Boston and got misquoted all over the world,” Mr. Chappelle said. “And I will not repeat what I said.” A woman in the crowd responded by shouting, “Free Palestine.” “Please, please, miss,” Mr. Chappelle responded. “Listen. Don’t start it up or I’m going to be in the news cycle for another week. This thing that’s happening in the Middle East is bigger than everybody.” We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
"New York City, for Some Jews, Feels Newly Tense",https://www.nytimes.com/2023/12/20/nyregion/jewish-new-york.html,2023-12-20T08:00:41+0000,"With antisemitism and protests spilling onto the streets of New York, the city’s Jewish population is trying to navigate the new contours of its hometown.","Tovah Feldshuh was sitting on the subway recently, headed uptown, when she encountered something she had never witnessed in her 74 years of living in and around New York City: a public display of antisemitism.","Israel-HamasWar With antisemitism and protests spilling onto the streets of New York, the city’s Jewish population is trying to navigate the new contours of its hometown. With antisemitism and protests spilling onto the streets of New York, the city’s Jewish population is trying to navigate the new contours of its hometown. Credit... Supported by ByKatherine Rosman Photographs byJonah Markowitz Tovah Feldshuh was sitting on the subway recently, headed uptown, when she encountered something she had never witnessed in her 74 years of living in and around New York City: a public display of antisemitism. “Those effing Jews,” she said a passenger started ranting. Ms. Feldshuh, the film and Broadway actress who just completed a yearlong run as Mrs. Brice in “Funny Girl,” was stunned by the man on the A train who, she said, looked like a typical commuter. “Hate speech is the way you take an ax to society, the way you shatter it.” There is no city in the world that is home to more Jews than New York, and no city in this country as defined by Jewish sensibility and culture. Jews have helped shape the New Yorkiness of New York since they began immigrating from Europe in large numbers in the 19th century. But since Oct. 7, the start of the Israel-Hamas war, many Jewish New Yorkers have felt something entirely unfamiliar: a sense that they are not home or perhaps not even welcome. Many Jews say they have felt an uncomfortable shift in the city, a perception that their identity as New Yorkers is seen as secondary to their Judaism. “Like every other New York Jew, I’m really troubled by the rise in antisemitism in this place that’s always been regarded as a haven for Jews,” said Senator Chuck Schumer in an interview. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
Protesters fill the streets in New York to support Palestinians in Gaza.,https://www.nytimes.com/2023/10/28/nyregion/palestine-protest-brooklyn-barclays-center-nyc.html,2023-10-29T01:55:09+0000,A large demonstration crossed the Brooklyn Bridge a day after Israel pushed into Gaza.,Crowds of pro-Palestinian demonstrators packed the streets of Brooklyn on Saturday as they called on the U.S. government to stop sending aid to Israel.,"Israel-HamasWar Advertisement A large demonstration crossed the Brooklyn Bridge a day after Israel pushed into Gaza. ByErin Nolan,Eliza FawcettandNate Schweber Crowds of pro-Palestinian demonstrators packed the streets of Brooklyn on Saturday as they called on the U.S. government to stop sending aid to Israel. The march was organized by the Palestinian-led community group Within Our Lifetime, and participants stretched for several blocks as they traveled from the Brooklyn Museum to the Brooklyn Bridge, chanting “Free, free Palestine!” The demonstration was the latest in a string of protests around New York City since Hamas attacked Israel on Oct. 7. Saturday’s march took place a day after Israeli forces beganwhat Prime Minister Benjamin Netanyahu of Israel called “the second stage of the war.” Waving a Palestinian flag as she marched, Alaa Essafi said that after Israel’s escalated attacks, it felt especially important that she travel from her home in New Jersey to support her “brothers and sisters in Palestine.” “Together we will send a message,” Ms. Essafi, 21, said. The museum has a large outdoor plaza, and it has been the site of several large-scale gatherings, including aBlack Lives Matter demonstration in 2020 that drew more than 15,000 people. Standing outside the museum, Hany Barakat, 34, said he had family in Gaza and that some had been killed during recent airstrikes. “It has to stop,” said Mr. Barakat, who is Egyptian and lives in New Jersey. The protest prompted the police to shut down several blocks of the Eastern Parkway. Helicopters and a drone hovered above the crowd. The crowd waved banners and held signs that bore messages including, “We demand a free Palestine” and “Let Gaza Live.” At the Brooklyn Bridge, a few people scaled a metal support structure and unfurled Palestinian flags, prompting protesters to erupt into chants of, “Gaza! Gaza! Gaza!” The demonstration began to thin as it crossed into Manhattan and daylight faded. Just before 7 p.m., as the crowd streamed through SoHo, the Muslim call to prayer echoed through the streets and event organizers instructed everyone to stop marching to allow time to pray. The final destination was Union Square, where hundreds of protesters stopped to beat drums. Some carried signs that read, “Support Palestinian resistance,” while others climbed the square’s iconic George Washington statue. Liset CruzandMichael D. Regancontributed to this story. Erin Nolanis a reporter for the Metro desk and a member of the 2023-2024 New York TimesFellowship class.More about Erin Nolan Eliza Fawcettis a reporter for the National desk and a member of the 2022-2023 New York Times fellowship class.More about Eliza Fawcett Advertisement",The New York Times
"Palestinian Americans, Dismayed by Violence, Say Historical Context Is Being Overlooked",https://www.nytimes.com/2023/10/12/us/palestinians-reaction-israel-hamas.html,2023-10-12T14:39:50+0000,"After Hamas attacked Israel, some U.S. Palestinians said that American politicians and news outlets ignored underlying causes and took Israel’s side.","As news spread over the weekend that gunmen from Hamas, the Palestinian faction that governs the Gaza Strip, had killed hundreds and taken hostages in a surprise attack on Israel, Zarefah Baroud watched in horror from Seattle.","Israel-HamasWar Advertisement Supported by After Hamas attacked Israel, some U.S. Palestinians said that American politicians and news outlets ignored underlying causes and took Israel’s side. ByMitch Smith,Lauren McCarthy,Ernesto LondoñoandMiriam Jordan Mitch Smith reported from Chicago, Lauren McCarthy from New York, Ernesto Londoño from Minneapolis and Miriam Jordan from Los Angeles. As news spread over the weekend that gunmen from Hamas, the Palestinian faction that governs the Gaza Strip, had killed hundreds and taken hostages in a surprise attack on Israel, Zarefah Baroud watched in horror from Seattle. Ms. Baroud, a doctoral student and activist who is Palestinian American, said she felt deep sadness for the Israelis who were killed and kidnapped. And she was immediately worried that those killings would be “used to justify genocide” against Palestinians. On Monday, Ms. Baroud managed to reach a younger cousin in Gaza. In an exchange of painful text messages, she learned that her aunt and five cousins, ages 9 to 18, hadbeen killedin a retaliatory airstrike. “Virtually every year there is a bombing campaign, but I’ve never heard my family talk as hopelessly about the situation,” said Ms. Baroud, 24, who faulted Israel for the escalation in hostilities. “There is nowhere to hide.” Palestinians in the United States have long grappled with the complicated history of their ancestral home and the foreign policy of their adopted one. Many have parents or grandparents who left the Middle East decades ago when the modern Israeli state was founded. Their families found refuge and built new lives in America, starting businesses, joining mosques or churches, enjoying a sense of freedom and stability. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
U.N. Security Council Vote on Gaza Resolution Is Delayed Again,https://www.nytimes.com/2023/12/19/world/middleeast/un-security-council-resolution-gaza.html,2023-12-19T15:42:18+0000,The announcement came as diplomats negotiated with the U.S. on what it might allow to pass. The U.S. has been the only member of the Security Council to block demands for an immediate cease-fire.,"For the second day in a row, the United Nations Security Council delayed a vote on a resolution calling for Israel and Hamas to provide greater access for more humanitarian aid, and pauses in the fighting to make that possible, as diplomats wrestled with the United States on what it might allow to pass.","Israel-HamasWar Advertisement The announcement came as diplomats negotiated with the U.S. on what it might allow to pass. The U.S. has been the only member of the Security Council to block demands for an immediate cease-fire. ByFarnaz Fassihi For the second day in a row, the United Nations Security Council delayed a vote on a resolution calling for Israel and Hamas to provide greater access for more humanitarian aid, and pauses in the fighting to make that possible, as diplomats wrestled with the United States on what it might allow to pass. Theannouncementof a delay on Tuesday followed hours of intense, closed-door negotiations and a Security Council session in which diplomats discussed the war in Gaza. It also followed days of negotiations since Friday, when the United Arab Emirates, which put forth the resolution, circulated the text among members. The draft resolution called for suspending the fighting long enough to allow the safe delivery of humanitarian relief to Gaza via land, air and sea and the immediate release of hostages held by Hamas. It also called for the establishment of a United Nations monitoring system to screen the aid deliveries. The proposed monitoring of aid by the U.N. has turned out to be the major obstacle for the United States, and the decision has now been referred to the White House, resulting in the multiple delays on Tuesday, according to several Security Council diplomats, who spoke on the condition that they not be named because they were not authorized to speak publicly. The diplomats said Israel was pressuring the United States not to accept putting the U.N. in charge of inspecting aid deliveries to Gaza, because it would effectively leave Israel with no role in screening them. According to the Security Council diplomats, if a concession on this issue is not reached before a vote is held on Wednesday, the United States could veto the resolution. Currently, the 100 or so trucks that enter Gaza each day travel from Egypt to Israel for inspection, then return to Egypt and snake their way to the Rafah border — a process that many diplomats and U.N. officials said was untenable and was slowing down the delivery of much-needed aid. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
"Biden’s Rating Dips on Gaza, and Marvel Drops Actor",https://www.nytimes.com/2023/12/19/podcasts/biden-gaza-poll-marvel-jonathan-majors.html,2023-12-19T11:01:51+0000,Hear the news in five minutes.,"The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.","For more audio journalism and storytelling,download New York Times Audio, a new iOS app available for news subscribers. ByNew York Times Audio The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already,downloadit here — available to Times news subscribers on iOS — andsign upfor our weekly newsletter. The Headlines brings you the biggest stories of the day from the Times journalists who are covering them, all in about five minutes. Poll Finds Wide Disapproval of Biden on Gaza,by Jonathan Weisman, Ruth Igielnik and Alyce McFadden Companies divert ships from Red Sea route,by Andrés R. Martínez Abbott Signs Law Allowing Texas to Arrest Migrants, Setting Up Federal Showdown,by J. David Goodman Marvel Will Part Ways With Jonathan Majors After Guilty Verdict,by Jonah Bromwich, Erin Nolan and Nicole Sperling After Weeks of Warnings, Iceland Volcano Erupts in Plumes of Fire,by Egill Bjarnason and Claire Moses Hosted byMegan Specia Produced byIan Stewart Edited byJessica MetzgerandTracy Mumford Advertisement",The New York Times
"Poll Finds Wide Disapproval of Biden on Gaza, and Little Room to Shift Gears",https://www.nytimes.com/2023/12/19/us/politics/biden-israel-gaza-poll.html,2023-12-19T08:01:48+0000,"Opinion is split between those wanting the war to end and those pressing for a definitive Israeli victory, and the divide is starkest among older and younger generations.","Voters broadly disapprove of the way President Biden is handling the bloody strife between Israelis and Palestinians, a New York Times/Siena College poll has found, with younger Americans far more critical than older voters of both Israel’s conduct and the administration’s response to the war in Gaza."," Opinion is split between those wanting the war to end and those pressing for a definitive Israeli victory, and the divide is starkest among older and younger generations. Opinion is split between those wanting the war to end and those pressing for a definitive Israeli victory, and the divide is starkest among older and younger generations. President Biden addressing the nation from the Oval Office after visiting Israel in October, following the breakout of its war against Hamas.Credit...Tom Brenner for The New York Times Supported by ByJonathan Weisman,Ruth IgielnikandAlyce McFadden Voters broadly disapprove of the way President Biden is handling the bloody strife between Israelis and Palestinians, aNew York Times/Siena College pollhas found, with younger Americans far more critical than older voters of both Israel’s conduct and the administration’s response to the war in Gaza. Voters are also sending decidedly mixed signals about the direction U.S. policy-making should take as the war in Gaza grinds into its third month, with Israelis still reeling from the Oct. 7 terrorist attack, thousands of Palestinian deaths in Gaza and the Biden administration trying to pressure Israel to scale back its military campaign. Nearly as many Americans want Israel to continue its military campaign as want it to stop now to avoid further civilian casualties. That split appears to leave the president with few politically palatable options. The findings of the Times/Siena poll hold portents not only for Mr. Biden as he enters the 2024 re-election year but also for long-term relations between the Jewish state and its most powerful benefactor, the United States. The fractured views on the conflict among traditionally Democratic voter groups show the continued difficulty Mr. Biden faces of holding together the coalition he built in 2020 — a challenge that is likely to persist even as economic indicators grow more positive and legal troubles swirl around his expected opponent, former President Donald J. Trump. Overall, registered voters say they favor Mr. Trump over Mr. Biden in next year’s presidential election by two percentage points, 46 percent to 44 percent. The president’s job approval rating has slid to 37 percent,down two points from July. But there is considerable uncertainty over whether disaffected voters will even vote. While it is still early, the race is flipped among the likely electorate, with Mr. Biden leading by two percentage points. Source: New York Times/Siena College poll of 1,016 registered voters nationwide from Dec. 10-14. By Lazaro Gamio Source: New York Times/Siena College poll of 1,016 registered voters nationwide from Dec. 10-14. Note: Some respondents volunteered “both.” It was not a stated option in the poll. By Lazaro Gamio We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
Israeli Settlers Attack Palestinian Towns After Shooting,https://www.nytimes.com/2023/06/21/world/middleeast/west-bank-settlement-palestinian-israeli-violence.html,2023-06-21T13:46:13+0000,"A day after Palestinian gunmen killed four people, Israelis set fires in Palestinian areas and their government hastened plans to expand settlements in the occupied West Bank.",Israeli extremists caused widespread damage in a wave of attacks on Palestinian towns that lasted from Tuesday night until Wednesday night in revenge for the killing of four Israelis by Palestinian gunmen outside a nearby settlement in the territory.,"Advertisement Supported by A day after Palestinian gunmen killed four people, Israelis set fires in Palestinian areas and their government hastened plans to expand settlements in the occupied West Bank. ByPatrick Kingsley Reporting from Jerusalem Israeli extremists caused widespread damage in a wave of attacks on Palestinian towns that lasted from Tuesday night until Wednesday night in revenge for the killing of four Israelis by Palestinian gunmen outside a nearby settlement in the territory. Scores of Israeli arsonists entered the Palestinian communities closest to the site of the shooting, setting fires that damaged dozens of cars, buildings and farmland, and spurring confrontations with Palestinian villagers. At least one Palestinian was shot and killed, and 12 others were injured, some of them in clashes with the Israeli security forces, according to the Palestinian health ministry. Prime Minister Benjamin Netanyahu called the settler attacks unacceptable, saying: “The State of Israel is a state of law. The citizens of Israel are all obligated to respect the law.” But Mr. Netanyahu also attempted to assuage hard-line allies in his far-right government by announcing that he would immediately advance plans to build 1,000 new homes in Eli, the settlement in the West Bank close tothe attackon Tuesday by Palestinian gunmen. Mr. Netanyahu said the decision, which will require further government approvals before construction begins, was a direct response to the attack. Two fighters from Hamas, the Islamist militia that controls the Gaza Strip, killed four Israeli civilians at a restaurant and gas station next to Eli, before being killed themselves. “Our answer to terrorism is to strike at it forcefully and build up our country,” Mr. Netanyahu said in a statement that was also issued on behalf of his defense minister,Yoav Gallant, and finance minister,Bezalel Smotrich, a far-right former settler activist. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
Inside the Pro-Palestinian Group Protesting Across College Campuses,https://www.nytimes.com/2023/11/17/us/students-justice-palestine-campus-protests.html,2023-11-17T19:25:47+0000,"Students for Justice in Palestine, which was founded at Berkeley, has fueled activism, and, critics say, intimidation and antisemitism.","After last month’s attack on Israel by Hamas, Students for Justice in Palestine promoted a “tool kit” for activists that proclaimed “glory to our resistance.” The group has been banned or suspended by Brandeis, Columbia and George Washington University. And it was recently the target of thundering speeches on Capitol Hill and blistered during a Republican presidential debate.",,The New York Times
U.S. Urges Israel to Do More to Spare Civilians in Gaza and Pushes Hostage Talks,https://www.nytimes.com/2023/12/18/world/middleeast/israel-gaza-war-us.html,2023-12-18T23:12:48+0000,"The American defense secretary reiterated “unshakable” support for Israeli security, but said protecting Palestinians was a “moral duty and a strategic imperative.”",Top United States officials prodded Israel on Monday to do more to protect civilians in the Gaza Strip and sought to restart talks aimed at releasing hostages as international pressure mounted on Israel to scale back its war against Hamas.,,The New York Times
How a 6-Second Video Turned a Campus Protest Into a National Firestorm,https://www.nytimes.com/2023/12/18/nyregion/cooper-union-pro-palestinian-protest.html,2023-12-18T08:00:29+0000,"A pro-Palestinian protest at the Cooper Union was one of a string of episodes on colleges across the country that has been amplified by outside forces, with sometimes frightening consequences.","In the six-second video clip, pro-Palestinian protesters are heard chanting and banging at the closed doors of the library at the Cooper Union, a top arts, architecture and engineering school in New York City. Inside, a small group of Jewish students looks on nervously.",,The New York Times
"Since the War, Events About Palestinian Culture Have Been Called Off",https://www.nytimes.com/2023/10/20/arts/palestinian-events-cancelled-war.html,2023-10-20T21:30:00+0000,Some fear that the raft of cancellations at this moment of war and tragedy is limiting opportunities to foster dialogue and greater understanding.,"Nathan Thrall had planned to visit several cities this fall promoting his new book, “A Day in the Life of Abed Salama,” a reported look at Israel’s occupation of the West Bank. But after Hamas launched its deadly attacks on Israeli civilians, days after the book’s release this month, readings in London, New York, Los Angeles and Washington were postponed or canceled.",,The New York Times
Hostage Deaths Fuel Israelis’ Doubts About Netanyahu,https://www.nytimes.com/2023/12/17/world/middleeast/netanyahu-israel-gaza-hostages-politics.html,2023-12-17T20:41:24+0000,The killing of three hostages in Gaza by Israeli soldiers adds domestic pressure on Benjamin Netanyahu as he resists international calls for a cease-fire.,"In the face of increasing pressure from the United States, Britain and Germany, Prime Minister Benjamin Netanyahu has doubled down on his opposition to what these allies see as the future of Gaza: an interim government overseen by the Palestinian Authority and an eventual Palestinian state existing alongside Israel.",,The New York Times
Austin Returns to Israel With a Tougher Message and Lessons Learned,https://www.nytimes.com/2023/12/18/us/politics/lloyd-austin-israel-gaza.html,2023-12-18T09:14:57+0000,The U.S. defense secretary has stressed both the Biden administration’s support for Israel and concerns about the rising Palestinian death toll.,"After three years as President Biden’s quiet man at the Pentagon, Defense Secretary Lloyd J. Austin III stepped off his plane at Ben Gurion Airport in Tel Aviv on Monday and into the limelight.",,The New York Times
El Museo del Barrio Rejects Artwork Featuring Palestinian Flag,https://www.nytimes.com/2023/10/25/arts/design/el-museo-del-barrio-artwork-palestinian-flag.html,2023-10-25T19:14:21+0000,"The museum had commissioned the work for its annual Día de los Muertos celebrations, but decided not to display it after the artists included a Palestinian flag in it.","El Museo del Barrio, a Manhattan museum dedicated to Puerto Rican and Latin American art, decided not to display an artwork it had commissioned for its annual Día de los Muertos celebrations this month after the artists included a Palestinian flag in it.",,The New York Times
Israeli Court Acquits Police Officer Who Killed Autistic Palestinian Man,https://www.nytimes.com/2023/07/06/world/middleeast/iyad-al-hallaq-officer-acquitted-israel.html,2023-07-06T17:22:48+0000,"The shooting of the man, Iyad al-Hallaq, who was killed in May 2020, around the same time as George Floyd, cast a light on police violence.","An Israeli court on Thursday acquitted a police officer charged with manslaughter in the killing of an unarmed Palestinian man with autism in Jerusalem, a case that drew Palestinian outrage and focused attention on the treatment of Palestinians by Israeli police.",,The New York Times
Clashes in a Palestinian Refugee Camp in Lebanon Kill 11,https://www.nytimes.com/2023/07/31/world/middleeast/lebanon-palestine-refugee-camp.html,2023-07-31T15:29:22+0000,"Rival factions have been fighting for three days, at times with heavy weaponry, in the densely populated Ein al-Hilweh camp in the coastal city of Sidon, south of Beirut.",Rival factions clashed in a Palestinian refugee camp in southern Lebanon for a third straight day on Monday in an eruption of violence that has left at least 11 people dead since it began.,,The New York Times
"Before the Eurovision Final, a Pro-Palestinian March",https://www.nytimes.com/2024/05/11/arts/music/eurovision-israel-palestine-protest.html,2024-05-11T17:27:54+0000,"For months, activists and some fans of the song contest have demanded Israel be banned from the event, which this year takes place in Malmo, Sweden.","Just hours before this year’s Eurovision Song Contest final was set to begin on Saturday in Malmo, Sweden, around 5,000 pro-Palestinian demonstrators marched through the city center to protest Israel’s participation in the competition.",,The New York Times
More Than 100 Members of This Gaza Clan Have Been Killed in War,https://www.nytimes.com/2023/12/17/world/middleeast/gaza-al-astal-loss.html,2023-12-17T14:12:40+0000,"Family trees have been dismembered, and whole branches obliterated, since the war between Israel and Hamas broke out on Oct. 7.","People whispered that Nasser al-Astal had come undone, dazed by grief. Weeks after the Israeli airstrike that he said had crashed into his family’s home, his words came in loud, quivering spurts, darting frantically from memory to memory, from loss to loss — his wife, two of their sons and four of their daughters, all dead.",,The New York Times
"Palestinians, Facing Political Stagnation, Despair After Israeli Raid",https://www.nytimes.com/2023/07/07/world/middleeast/palestinians-west-bank-frustration.html,2023-07-07T16:30:06+0000,"In the occupied West Bank, Palestinians say they feel betrayed by their leaders, forgotten by world powers and unable to protect themselves or their property from attacks by Israelis.","When he learned that the Israeli army had launched a raid this week to comb for weapons and explosives in the occupied West Bank city of Jenin, Mahmoud Sarahat and his friends mobilized to fight back. His comrades shot at Israeli soldiers, while he helped evacuate the wounded and the dead, he said, retrieving their guns to give to other fighters.",,The New York Times
